         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       40    0.000    0.000    0.000    0.000 transforms.py:2337(__eq__)
      105    0.000    0.000    0.000    0.000 rcsetup.py:67(__call__)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
      363    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:610(_ReducedHCT_Element)
       50    0.000    0.000    0.000    0.000 mathtext.py:1412(__init__)
       60    0.000    0.000    0.000    0.000 _base.py:3215(get_yscale)
      299    0.000    0.000    0.000    0.000 pyparsing.py:1575(streamline)
      555    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
      523    0.000    0.000    0.000    0.000 inspect.py:2757(return_annotation)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       23    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       55    0.000    0.000    0.000    0.000 rcsetup.py:438(validate_fontsize)
        8    0.000    0.000    0.000    0.000 core.py:7863(__init__)
       32    0.000    0.000    0.000    0.000 random.py:252(choice)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
      234    0.000    0.000    0.000    0.000 pyparsing.py:1522(setWhitespaceChars)
       24    0.000    0.000    0.000    0.000 pyparsing.py:1936(__str__)
       20    0.000    0.000    0.000    0.000 cm.py:321(set_norm)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3310(delimitedList)
       20    0.000    0.000    0.000    0.000 core.py:672(getdata)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       10    0.000    0.000    0.000    0.000 pyplot.py:328(gci)
       20    0.000    0.000    0.000    0.000 _base.py:493(<listcomp>)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
      100    0.000    0.000    0.000    0.000 {built-in method math.floor}
       15    0.000    0.000    0.000    0.000 backend_bases.py:3160(update)
      160    0.000    0.000    0.000    0.000 backend_bases.py:994(set_dashes)
        4    0.000    0.000    0.000    0.000 {built-in method posix.open}
       40    0.000    0.000    0.000    0.000 gridspec.py:391(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2100(parseImpl)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
      165    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       20    0.000    0.000    0.000    0.000 backend_bases.py:1371(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        3    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
       40    0.000    0.000    0.000    0.000 mathtext.py:405(__init__)
       20    0.000    0.000    0.000    0.000 _base.py:2398(<listcomp>)
       20    0.000    0.000    0.000    0.000 mathtext.py:2547(copy)
      130    0.000    0.000    0.000    0.000 core.py:1287(_recursive_make_descr)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(spec_from_loader)
       57    0.000    0.000    0.000    0.000 __init__.py:19(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:161(compare_versions)
       20    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      562    0.000    0.000    0.000    0.000 inspect.py:2753(parameters)
       27    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
       22    0.000    0.000    0.000    0.000 posixpath.py:166(islink)
      120    0.000    0.000    0.000    0.000 fromnumeric.py:1549(shape)
       15    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
      200    0.000    0.000    0.000    0.000 gridspec.py:50(get_geometry)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
       24    0.000    0.000    0.000    0.000 rcsetup.py:65(<listcomp>)
       40    0.000    0.000    0.000    0.000 collections.py:691(get_edgecolor)
       15    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
      100    0.000    0.000    0.000    0.000 ticker.py:283(set_locs)
        6    0.000    0.000    0.000    0.000 patches.py:1789(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:361(sizeHint)
       23    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       10    0.000    0.000    0.000    0.000 core.py:645(get_masked_subclass)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:504(transpose)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3565(<genexpr>)
       42    0.000    0.000    0.000    0.000 os.py:740(encode)
       10    0.000    0.000    0.000    0.000 backend_qt5agg.py:179(draw_idle)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
      160    0.000    0.000    0.000    0.000 artist.py:1047(mouseover)
       23    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 text.py:1967(Annotation)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
       94    0.000    0.000    0.000    0.000 cbook.py:1368(clear)
        8    0.000    0.000    0.000    0.000 core.py:7868(getdoc)
      160    0.000    0.000    0.000    0.000 spines.py:145(get_path)
       74    0.000    0.000    0.000    0.000 mathtext.py:586(_get_offset)
        3    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
       18    0.000    0.000    0.000    0.000 core.py:991(__init__)
       60    0.000    0.000    0.000    0.000 cbook.py:1682(__contains__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3563(<lambda>)
        1    0.000    0.000    0.000    0.000 scale.py:554(get_scale_docs)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       89    0.000    0.000    0.000    0.000 functools.py:74(wraps)
       42    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
      142    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:410(has_location)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       32    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
       40    0.000    0.000    0.000    0.000 collections.py:200(get_offset_transform)
       20    0.000    0.000    0.000    0.000 __init__.py:54(get_projection_class)
       24    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        8    0.000    0.000    0.000    0.000 pyparsing.py:2259(__init__)
       14    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 _base.py:906(set_axes_locator)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1901(parseImpl)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       40    0.000    0.000    0.000    0.000 text.py:836(get_size)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
       64    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       21    0.000    0.000    0.000    0.000 _subplots.py:160(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
       32    0.000    0.000    0.000    0.000 pyparsing.py:3018(__str__)
       16    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_animation_writer_path)
      287    0.000    0.000    0.000    0.000 __init__.py:894(<genexpr>)
      130    0.000    0.000    0.000    0.000 mathtext.py:2563(get_state)
        4    0.000    0.000    0.000    0.000 tempfile.py:146(rng)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
       10    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
      150    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
       24    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
      160    0.000    0.000    0.000    0.000 artist.py:568(get_sketch_params)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2688(MaskedArray)
       23    0.000    0.000    0.000    0.000 core.py:59(is_style_file)
       54    0.000    0.000    0.000    0.000 pyplot.py:2499(_autogen_docstring)
      498    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       20    0.000    0.000    0.000    0.000 axis.py:1983(get_minpos)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3540(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3407(_escapeRegexRangeChars)
       15    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       10    0.000    0.000    0.000    0.000 mathtext.py:168(__init__)
       58    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       60    0.000    0.000    0.000    0.000 gridspec.py:132(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
       67    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       24    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
       39    0.000    0.000    0.000    0.000 inspect.py:478(_is_wrapper)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
       60    0.000    0.000    0.000    0.000 gridspec.py:133(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1157(<listcomp>)
       32    0.000    0.000    0.000    0.000 random.py:222(_randbelow)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 pyplot.py:1959(colormaps)
      140    0.000    0.000    0.000    0.000 cbook.py:1690(<listcomp>)
       20    0.000    0.000    0.000    0.000 axis.py:2320(get_minpos)
       47    0.000    0.000    0.000    0.000 docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        6    0.000    0.000    0.000    0.000 version.py:302(__init__)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       20    0.000    0.000    0.000    0.000 _base.py:2267(<listcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:220(PolarAxes)
        1    0.000    0.000    0.000    0.000 {built-in method layout}
       20    0.000    0.000    0.000    0.000 figure.py:1128(<listcomp>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:477(validate_whiskers)
        2    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
      160    0.000    0.000    0.000    0.000 backend_bases.py:956(set_antialiased)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:7(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:1171(_tzparser)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
       39    0.000    0.000    0.000    0.000 rcsetup.py:662(__call__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:852(_find_spec_legacy)
       60    0.000    0.000    0.000    0.000 gridspec.py:134(<listcomp>)
       10    0.000    0.000    0.000    0.000 mathtext.py:569(destroy)
        5    0.000    0.000    0.000    0.000 backend_qt5.py:510(notify_axes_change)
        1    0.000    0.000    0.000    0.000 geo.py:414(MollweideAxes)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
      258    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       22    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
      200    0.000    0.000    0.000    0.000 axis.py:303(<listcomp>)
       50    0.000    0.000    0.000    0.000 figure.py:97(<listcomp>)
       10    0.000    0.000    0.000    0.000 _base.py:2767(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       10    0.000    0.000    0.000    0.000 backend_bases.py:2073(_get_output_canvas)
      120    0.000    0.000    0.000    0.000 text.py:312(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
       51    0.000    0.000    0.000    0.000 figure.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
      214    0.000    0.000    0.000    0.000 pyparsing.py:2519(<genexpr>)
       40    0.000    0.000    0.000    0.000 cbook.py:374(_destroy)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
       10    0.000    0.000    0.000    0.000 _base.py:1691(_sci)
       20    0.000    0.000    0.000    0.000 collections.py:403(set_urls)
       10    0.000    0.000    0.000    0.000 core.py:3883(_delegate_binop)
       10    0.000    0.000    0.000    0.000 _base.py:3050(yaxis_inverted)
        1    0.000    0.000    0.000    0.000 patches.py:2441(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       20    0.000    0.000    0.000    0.000 _base.py:2268(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1358(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
       95    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
       20    0.000    0.000    0.000    0.000 cbook.py:52(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
      200    0.000    0.000    0.000    0.000 axis.py:330(<listcomp>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:709(sort)
      150    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        1    0.000    0.000    0.000    0.000 geo.py:334(HammerAxes)
       20    0.000    0.000    0.000    0.000 transforms.py:306(_get_x1)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1832(sometrue)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       39    0.000    0.000    0.000    0.000 __init__.py:1658(unpack_labeled_data)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1102(_legacy_get_spec)
      205    0.000    0.000    0.000    0.000 enum.py:592(name)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      200    0.000    0.000    0.000    0.000 axis.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:1619(MaxNLocator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
       50    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 geo.py:514(LambertAxes)
       20    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        1    0.000    0.000    0.000    0.000 case.py:337(TestCase)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       96    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       22    0.000    0.000    0.000    0.000 artist.py:37(allow_rasterization)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:759(SubplotToolQt)
       30    0.000    0.000    0.000    0.000 mathtext.py:2540(__init__)
       67    0.000    0.000    0.000    0.000 rcsetup.py:213(validate_int)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f50d25ebb70}
       24    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1649(FigureCanvasBase)
       20    0.000    0.000    0.000    0.000 cm.py:293(set_clim)
       62    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      203    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:643(sizeHint)
       40    0.000    0.000    0.000    0.000 {method 'get_kerning' of 'matplotlib.ft2font.FT2Font' objects}
       20    0.000    0.000    0.000    0.000 collections.py:413(set_hatch)
      101    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       60    0.000    0.000    0.000    0.000 cbook.py:1768(<listcomp>)
       40    0.000    0.000    0.000    0.000 _base.py:916(get_axes_locator)
       20    0.000    0.000    0.000    0.000 backend_bases.py:1346(__init__)
       50    0.000    0.000    0.000    0.000 ticker.py:1399(tick_values)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
       10    0.000    0.000    0.000    0.000 figure.py:747(get_facecolor)
      101    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:612(_load_backward_compatible)
       20    0.000    0.000    0.000    0.000 collections.py:476(set_offset_position)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 geo.py:23(GeoAxes)
       40    0.000    0.000    0.000    0.000 cm.py:355(check_update)
       20    0.000    0.000    0.000    0.000 transforms.py:292(_get_x0)
      101    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       24    0.000    0.000    0.000    0.000 __init__.py:1031(is_url)
       10    0.000    0.000    0.000    0.000 figure.py:1378(_gci)
      160    0.000    0.000    0.000    0.000 artist.py:334(is_transform_set)
      101    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 text.py:178(Text)
      101    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       30    0.000    0.000    0.000    0.000 colors.py:781(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2974(__str__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       14    0.000    0.000    0.000    0.000 py3k.py:32(asbytes)
      140    0.000    0.000    0.000    0.000 rcsetup.py:60(func)
       10    0.000    0.000    0.000    0.000 {built-in method update}
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2341(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1006(mkdirs)
        1    0.000    0.000    0.000    0.000 patches.py:4012(FancyArrowPatch)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3563(<genexpr>)
       12    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_axisbelow)
       30    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
      120    0.000    0.000    0.000    0.000 mathtext.py:2555(_get_font)
       10    0.000    0.000    0.000    0.000 text.py:1008(set_ha)
        3    0.000    0.000    0.000    0.000 __init__.py:747(_get_data_path_cached)
       40    0.000    0.000    0.000    0.000 patches.py:954(get_path)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
       42    0.000    0.000    0.000    0.000 artist.py:1204(<listcomp>)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        8    0.000    0.000    0.000    0.000 rcsetup.py:233(validate_fonttype)
       21    0.000    0.000    0.000    0.000 rcsetup.py:317(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
       24    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
       80    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {function NavigationToolbar2QT.sizeHint at 0x7f50c44726a8}
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
       10    0.000    0.000    0.000    0.000 mathtext.py:2569(pop_state)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
       16    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        2    0.000    0.000    0.000    0.000 textpath.py:35(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2612(__init__)
       40    0.000    0.000    0.000    0.000 collections.py:687(get_facecolor)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1508(suppress)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 os.py:195(makedirs)
       10    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        5    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1492(__call__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
      110    0.000    0.000    0.000    0.000 cbook.py:437(__hash__)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2649(<genexpr>)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1811(getLogger)
       35    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       44    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 pyplot.py:121(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 patches.py:4357(ConnectionPatch)
       54    0.000    0.000    0.000    0.000 patches.py:1830(<listcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:704(_get_data_path)
      153    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.000    0.000 {singleShot}
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
       60    0.000    0.000    0.000    0.000 backend_bases.py:976(set_clip_rectangle)
       10    0.000    0.000    0.000    0.000 artist.py:789(set_rasterized)
       10    0.000    0.000    0.000    0.000 colorbar.py:703(_find_range)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
       80    0.000    0.000    0.000    0.000 axis.py:921(<listcomp>)
      120    0.000    0.000    0.000    0.000 scale.py:66(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:1173(_result)
       20    0.000    0.000    0.000    0.000 gridspec.py:122(<listcomp>)
       30    0.000    0.000    0.000    0.000 transforms.py:1014(_get_minposy)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 collections.py:1029(RegularPolyCollection)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       43    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
       40    0.000    0.000    0.000    0.000 _base.py:1251(get_aspect)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1850(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(getLogger)
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
       40    0.000    0.000    0.000    0.000 artist.py:913(get_zorder)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1081(StandardPsFonts)
      118    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        2    0.000    0.000    0.000    0.000 pathlib.py:393(_wrap_binary_strfunc)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 os.py:744(decode)
        1    0.000    0.000    0.000    0.000 widgets.py:37(__init__)
       80    0.000    0.000    0.000    0.000 ticker.py:1428(tick_values)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       80    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 axis.py:1301(get_major_locator)
       40    0.000    0.000    0.000    0.000 backend_bases.py:1717(is_saving)
        1    0.000    0.000    0.000    0.000 collections.py:1559(EllipseCollection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1488(__invert__)
       60    0.000    0.000    0.000    0.000 core.py:3422(_get_mask)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        5    0.000    0.000    0.000    0.000 getlimits.py:250(__init__)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 figure.py:1321(_set_artist_props)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 font_manager.py:992(__init__)
